Airline,Airline_encoded,Source,Source_encoded,Destination,Destination_encoded,Date,Month,Year,Hour,Minute,Price
Air India,1,Kolkata,3,Banglore,0,15,5,2019,5,50,12723
IndiGo,3,Delhi,2,Cochin,1,15,6,2019,10,35,5883
Vistara,10,Kolkata,3,Banglore,0,24,5,2019,17,0,9870
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,13,0,10262
Multiple carriers,6,Delhi,2,Cochin,1,9,6,2019,7,10,6513
Air India,1,Kolkata,3,Banglore,0,15,5,2019,16,50,15532
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,22,50,14714
Vistara,10,Kolkata,3,Banglore,0,18,5,2019,20,20,9187
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,14,55,7038
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,14,0,13587
Jet Airways,4,Banglore,0,Delhi,2,3,6,2019,11,10,8016
IndiGo,3,Mumbai,4,Hyderabad,3,6,6,2019,9,15,4049
Jet Airways,4,Mumbai,4,Hyderabad,3,6,3,2019,7,10,9536
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,8,25,14571
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,11,40,15812
Air Asia,0,Delhi,2,Cochin,1,6,6,2019,7,55,8759
Air India,1,Kolkata,3,Banglore,0,21,5,2019,12,0,10151
IndiGo,3,Kolkata,3,Banglore,0,15,5,2019,15,30,4804
IndiGo,3,Delhi,2,Cochin,1,24,6,2019,17,30,6104
Air India,1,Kolkata,3,Banglore,0,6,5,2019,14,15,5510
IndiGo,3,Delhi,2,Cochin,1,9,5,2019,17,5,6027
SpiceJet,8,Kolkata,3,Banglore,0,21,5,2019,9,0,4174
IndiGo,3,Delhi,2,Cochin,1,21,5,2019,10,35,6794
Air India,1,Delhi,2,Cochin,1,6,3,2019,5,55,15428
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,20,0,14388
IndiGo,3,Delhi,2,Cochin,1,21,5,2019,15,0,6896
IndiGo,3,Banglore,0,Delhi,2,21,3,2019,18,25,6144
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,22,50,19225
Air India,1,Kolkata,3,Banglore,0,9,5,2019,16,45,13227
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,5,25,11664
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,18,55,10844
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,21,10,7757
IndiGo,3,Mumbai,4,Hyderabad,3,12,5,2019,19,5,2754
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,7,0,7618
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,16,30,14781
IndiGo,3,Banglore,0,Delhi,2,15,4,2019,0,30,4284
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,8,45,7740
IndiGo,3,Banglore,0,Delhi,2,15,6,2019,1,30,3419
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,8,25,13941
Air India,1,Kolkata,3,Banglore,0,9,6,2019,5,50,12723
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,8,10,14300
Air India,1,Banglore,0,Delhi,2,3,5,2019,10,0,6121
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,8,0,17549
SpiceJet,8,Mumbai,4,Hyderabad,3,27,3,2019,22,45,1759
IndiGo,3,Banglore,0,Delhi,2,12,5,2019,6,5,4423
Jet Airways,4,Banglore,0,Delhi,2,9,4,2019,7,10,4544
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,8,0,12402
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,8,25,9663
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,20,0,12681
Air India,1,Delhi,2,Cochin,1,1,4,2019,9,45,5117
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,13,0,12898
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,6,30,13941
Jet Airways,4,Banglore,0,Delhi,2,21,5,2019,6,0,4030
IndiGo,3,Mumbai,4,Hyderabad,3,1,3,2019,6,20,17501
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,14,5,8529
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,10,0,8073
Air India,1,Delhi,2,Cochin,1,9,5,2019,18,45,11942
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,5,30,11702
IndiGo,3,Delhi,2,Cochin,1,3,6,2019,8,35,6442
IndiGo,3,Kolkata,3,Banglore,0,24,6,2019,9,35,4804
IndiGo,3,Banglore,0,Delhi,2,1,4,2019,8,30,4823
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,8,50,10877
Air India,1,Kolkata,3,Banglore,0,9,6,2019,12,0,10151
Air India,1,Delhi,2,Cochin,1,21,6,2019,5,10,5201
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,9,35,13067
IndiGo,3,Mumbai,4,Hyderabad,3,24,3,2019,2,30,2754
Air India,1,Kolkata,3,Banglore,0,15,5,2019,9,25,8366
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,18,55,10844
Vistara,10,Banglore,0,Delhi,2,18,6,2019,17,0,4878
Air India,1,Delhi,2,Cochin,1,21,5,2019,22,0,10231
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,5,30,13292
IndiGo,3,Kolkata,3,Banglore,0,12,6,2019,11,30,4804
Air India,1,Delhi,2,Cochin,1,12,6,2019,14,10,5201
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,19,30,10368
Vistara,10,Kolkata,3,Banglore,0,6,6,2019,20,20,8820
Jet Airways,4,Mumbai,4,Hyderabad,3,18,3,2019,10,20,4160
Air India,1,Kolkata,3,Banglore,0,15,5,2019,9,25,8891
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,17,0,10539
SpiceJet,8,Banglore,0,Delhi,2,1,4,2019,5,55,3971
IndiGo,3,Delhi,2,Cochin,1,27,6,2019,7,30,6093
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,12,50,8266
Air India,1,Delhi,2,Cochin,1,18,5,2019,12,30,7480
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,18,15,10262
Air India,1,Delhi,2,Cochin,1,12,6,2019,20,30,8907
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,8,45,11789
Multiple carriers,6,Delhi,2,Cochin,1,3,3,2019,11,30,15135
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,8,30,7887
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,5,5,6818
IndiGo,3,Chennai,1,Kolkata,4,9,3,2019,5,15,6482
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,9,0,7888
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,8,25,13759
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,8,0,10262
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,14,35,13376
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,10,0,10197
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,11,25,7997
Air India,1,Delhi,2,Cochin,1,3,4,2019,17,20,5117
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,10,0,12373
Multiple carriers,6,Delhi,2,Cochin,1,9,6,2019,12,50,6795
Jet Airways,4,Banglore,0,Delhi,2,27,6,2019,18,55,7229
Air India,1,Mumbai,4,Hyderabad,3,24,3,2019,13,55,2575
Air India,1,Kolkata,3,Banglore,0,24,5,2019,9,50,7662
Air India,1,Kolkata,3,Banglore,0,18,5,2019,9,25,8366
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,8,25,10844
IndiGo,3,Chennai,1,Kolkata,4,6,6,2019,5,15,3540
Multiple carriers,6,Delhi,2,Cochin,1,3,3,2019,10,0,16863
Air India,1,Banglore,0,Delhi,2,3,5,2019,21,5,6121
IndiGo,3,Banglore,0,Delhi,2,9,3,2019,6,25,8434
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,17,0,14151
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,5,30,14441
GoAir,2,Banglore,0,Delhi,2,1,6,2019,11,40,3898
Jet Airways,4,Delhi,2,Cochin,1,9,4,2019,23,5,9483
Air Asia,0,Banglore,0,Delhi,2,12,4,2019,4,55,4282
Jet Airways,4,Banglore,0,Delhi,2,3,6,2019,17,45,6478
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,19,10,16809
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,13,25,16704
GoAir,2,Banglore,0,Delhi,2,24,6,2019,7,45,3898
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,5,50,11297
IndiGo,3,Kolkata,3,Banglore,0,27,5,2019,14,25,5224
IndiGo,3,Banglore,0,Delhi,2,6,4,2019,18,55,4823
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,4,45,14871
Air India,1,Delhi,2,Cochin,1,27,6,2019,9,45,7480
IndiGo,3,Kolkata,3,Banglore,0,3,5,2019,11,30,5224
Multiple carriers,6,Delhi,2,Cochin,1,24,4,2019,7,10,6093
IndiGo,3,Mumbai,4,Hyderabad,3,27,6,2019,19,5,2754
IndiGo,3,Mumbai,4,Hyderabad,3,1,6,2019,20,5,2227
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,6,30,14781
GoAir,2,Banglore,0,Delhi,2,1,5,2019,7,45,3898
Vistara,10,Kolkata,3,Banglore,0,24,5,2019,7,10,9397
Vistara,10,Kolkata,3,Banglore,0,12,6,2019,7,10,8452
IndiGo,3,Banglore,0,Delhi,2,3,4,2019,23,30,4591
IndiGo,3,Kolkata,3,Banglore,0,1,4,2019,21,0,5930
Air India,1,Kolkata,3,Banglore,0,6,5,2019,5,50,10991
SpiceJet,8,Kolkata,3,Banglore,0,3,3,2019,6,55,4622
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,11,30,14714
IndiGo,3,Banglore,0,Delhi,2,18,6,2019,8,30,4823
Jet Airways,4,Mumbai,4,Hyderabad,3,18,3,2019,2,55,2228
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,17,0,10703
Vistara,10,Banglore,0,Delhi,2,3,5,2019,17,0,5613
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,6,30,13759
IndiGo,3,Banglore,0,Delhi,2,12,6,2019,13,0,3943
IndiGo,3,Banglore,0,Delhi,2,21,3,2019,0,40,4944
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,14,0,10262
SpiceJet,8,Kolkata,3,Banglore,0,6,6,2019,11,35,8479
IndiGo,3,Delhi,2,Cochin,1,3,6,2019,7,35,7514
Air India,1,Delhi,2,Cochin,1,6,5,2019,14,10,6934
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,18,55,9663
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,10,0,8085
Vistara,10,Delhi,2,Cochin,1,9,3,2019,6,0,7266
IndiGo,3,Delhi,2,Cochin,1,3,6,2019,17,5,6493
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,10,0,14714
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,19,0,7485
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,13,0,10262
Vistara,10,Banglore,0,Delhi,2,21,3,2019,9,50,4878
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,19,0,7198
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,16,55,17261
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,20,0,13044
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,17,30,10262
Multiple carriers,6,Delhi,2,Cochin,1,15,6,2019,6,40,8614
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,16,0,12032
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,7,0,12284
GoAir,2,Banglore,0,Delhi,2,27,5,2019,7,45,3419
IndiGo,3,Delhi,2,Cochin,1,21,3,2019,16,10,6528
Vistara,10,Banglore,0,Delhi,2,24,3,2019,7,0,5403
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,11,30,9732
IndiGo,3,Delhi,2,Cochin,1,15,4,2019,6,50,5761
Air India,1,Kolkata,3,Banglore,0,6,6,2019,7,0,12009
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,5,45,8586
Jet Airways,4,Banglore,0,Delhi,2,24,5,2019,17,45,6144
SpiceJet,8,Banglore,0,Delhi,2,24,5,2019,5,55,3257
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,17,45,9021
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,11,30,10262
Air India,1,Mumbai,4,Hyderabad,3,6,3,2019,5,30,13757
IndiGo,3,Delhi,2,Cochin,1,15,3,2019,14,30,5895
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,18,55,9663
Air India,1,Delhi,2,Cochin,1,9,5,2019,5,15,6587
SpiceJet,8,Banglore,0,Delhi,2,6,5,2019,5,55,3311
SpiceJet,8,Delhi,2,Cochin,1,18,5,2019,6,5,6297
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,18,55,10844
IndiGo,3,Mumbai,4,Hyderabad,3,27,5,2019,9,10,4049
Air India,1,Banglore,0,Delhi,2,3,6,2019,13,20,6961
SpiceJet,8,Chennai,1,Kolkata,4,27,3,2019,8,20,3384
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,9,40,13029
SpiceJet,8,Chennai,1,Kolkata,4,6,5,2019,8,20,3859
Air India,1,Delhi,2,Cochin,1,12,6,2019,18,45,11732
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,8,45,12524
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,7,0,12284
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,2,15,10262
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,5,30,13344
Jet Airways,4,Banglore,0,Delhi,2,18,4,2019,17,45,7229
Air India,1,Kolkata,3,Banglore,0,12,6,2019,9,50,14960
Air India,1,Delhi,2,Cochin,1,12,6,2019,6,50,13381
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,12,50,15147
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,6,30,8586
IndiGo,3,Delhi,2,Cochin,1,6,5,2019,14,20,7054
Air Asia,0,Kolkata,3,Banglore,0,18,3,2019,22,50,4082
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,9,40,13029
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,16,30,7064
Air India,1,Banglore,0,Delhi,2,21,3,2019,8,15,4943
Jet Airways,4,Banglore,0,Delhi,2,3,5,2019,7,10,7229
Air India,1,Kolkata,3,Banglore,0,12,5,2019,9,50,8450
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,20,0,15318
IndiGo,3,Kolkata,3,Banglore,0,3,5,2019,21,25,4804
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,20,0,10844
IndiGo,3,Mumbai,4,Hyderabad,3,1,4,2019,16,55,3175
Air India,1,Delhi,2,Cochin,1,27,6,2019,12,55,12646
Air India,1,Kolkata,3,Banglore,0,1,4,2019,20,30,7893
Air India,1,Banglore,0,Delhi,2,24,5,2019,17,0,7171
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,14,0,13727
Air India,1,Delhi,2,Cochin,1,27,6,2019,18,5,5201
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,11,40,9001
IndiGo,3,Banglore,0,Delhi,2,15,5,2019,13,0,3943
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,7,5,10546
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,19,15,15554
Air India,1,Banglore,0,Delhi,2,15,4,2019,6,10,5228
Air India,1,Delhi,2,Cochin,1,24,6,2019,9,0,9404
Multiple carriers,6,Delhi,2,Cochin,1,21,3,2019,9,10,8601
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,9,45,8888
Vistara,10,Banglore,0,Delhi,2,24,3,2019,16,0,5088
IndiGo,3,Banglore,0,Delhi,2,9,5,2019,10,10,3943
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,21,50,12373
Multiple carriers,6,Delhi,2,Cochin,1,9,4,2019,6,0,8323
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,13,25,15339
Vistara,10,Chennai,1,Kolkata,4,6,5,2019,17,45,11982
SpiceJet,8,Kolkata,3,Banglore,0,12,5,2019,15,55,8844
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,22,50,10262
IndiGo,3,Chennai,1,Kolkata,4,6,6,2019,13,15,3597
Jet Airways,4,Mumbai,4,Hyderabad,3,24,3,2019,10,20,5678
IndiGo,3,Chennai,1,Kolkata,4,21,5,2019,22,5,5277
IndiGo,3,Banglore,0,Delhi,2,27,6,2019,7,10,4823
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,8,35,8049
SpiceJet,8,Chennai,1,Kolkata,4,15,5,2019,17,45,3543
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,18,15,10262
Air India,1,Delhi,2,Cochin,1,1,6,2019,5,15,10703
IndiGo,3,Delhi,2,Cochin,1,12,6,2019,5,10,6496
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,6,30,10844
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,7,5,12032
Vistara,10,Delhi,2,Cochin,1,18,4,2019,6,0,6741
IndiGo,3,Banglore,0,Delhi,2,9,5,2019,4,0,3943
SpiceJet,8,Kolkata,3,Banglore,0,24,5,2019,6,55,3841
Multiple carriers,6,Delhi,2,Cochin,1,3,3,2019,19,0,15288
Air India,1,Mumbai,4,Hyderabad,3,18,3,2019,21,5,2050
Vistara,10,Chennai,1,Kolkata,4,24,3,2019,7,5,4842
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,19,10,6643
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,5,5,9581
IndiGo,3,Kolkata,3,Banglore,0,15,5,2019,21,25,4804
Jet Airways,4,Banglore,0,Delhi,2,21,3,2019,8,0,7832
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,7,5,11667
IndiGo,3,Delhi,2,Cochin,1,27,6,2019,8,35,6442
Jet Airways,4,Delhi,2,Cochin,1,24,5,2019,23,5,15129
Jet Airways,4,Banglore,0,Delhi,2,3,4,2019,11,10,4544
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,20,0,9663
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,16,0,14714
Air India,1,Mumbai,4,Hyderabad,3,27,5,2019,6,20,3100
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,16,30,9663
IndiGo,3,Delhi,2,Cochin,1,21,3,2019,6,40,5761
Air India,1,Mumbai,4,Hyderabad,3,9,5,2019,21,5,3100
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,16,30,13626
Jet Airways,4,Mumbai,4,Hyderabad,3,24,3,2019,19,35,5678
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,18,55,8529
Air India,1,Delhi,2,Cochin,1,9,5,2019,5,10,5201
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,9,35,14151
Air Asia,0,Banglore,0,Delhi,2,3,5,2019,11,10,4483
IndiGo,3,Kolkata,3,Banglore,0,6,4,2019,22,15,4174
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,5,30,15544
IndiGo,3,Delhi,2,Cochin,1,27,5,2019,21,5,5601
IndiGo,3,Banglore,0,Delhi,2,3,4,2019,1,30,3419
Air Asia,0,Delhi,2,Cochin,1,27,4,2019,7,55,6451
Air India,1,Kolkata,3,Banglore,0,12,5,2019,9,25,12592
Air India,1,Banglore,0,Delhi,2,24,6,2019,21,5,6961
SpiceJet,8,Kolkata,3,Banglore,0,12,6,2019,17,10,4174
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,6,30,8824
SpiceJet,8,Delhi,2,Cochin,1,15,5,2019,15,45,7947
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,14,0,13587
SpiceJet,8,Kolkata,3,Banglore,0,15,6,2019,6,55,3841
IndiGo,3,Kolkata,3,Banglore,0,21,6,2019,21,25,4804
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,20,0,8586
IndiGo,3,Kolkata,3,Banglore,0,1,3,2019,20,25,4778
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,15,5,18275
IndiGo,3,Chennai,1,Kolkata,4,1,6,2019,5,15,3540
IndiGo,3,Delhi,2,Cochin,1,27,6,2019,8,35,6442
Air India,1,Kolkata,3,Banglore,0,27,6,2019,20,45,4145
IndiGo,3,Kolkata,3,Banglore,0,9,6,2019,14,25,5644
IndiGo,3,Kolkata,3,Banglore,0,3,5,2019,14,25,5224
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,17,30,5963
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,6,0,11264
GoAir,2,Delhi,2,Cochin,1,27,3,2019,14,10,10188
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,20,0,10844
IndiGo,3,Banglore,0,Delhi,2,15,3,2019,13,40,7166
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,22,55,13817
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,18,15,12373
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,16,55,25735
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,11,40,14815
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,11,30,10262
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,8,0,10262
Air India,1,Delhi,2,Cochin,1,9,6,2019,17,40,7468
Jet Airways,4,Mumbai,4,Hyderabad,3,9,5,2019,7,5,8040
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,23,5,12819
IndiGo,3,Chennai,1,Kolkata,4,6,3,2019,14,40,7295
Jet Airways,4,Banglore,0,Delhi,2,27,5,2019,15,15,7229
Air Asia,0,Delhi,2,Cochin,1,15,6,2019,16,45,6853
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,21,10,9663
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,6,30,7064
Air India,1,Delhi,2,Cochin,1,6,6,2019,9,0,8372
SpiceJet,8,Mumbai,4,Hyderabad,3,3,6,2019,13,15,1965
Vistara,10,Kolkata,3,Banglore,0,24,3,2019,7,10,16932
SpiceJet,8,Kolkata,3,Banglore,0,18,6,2019,22,20,3841
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,11,40,15812
Air India,1,Banglore,0,Delhi,2,3,3,2019,6,55,10924
Air India,1,Delhi,2,Cochin,1,27,5,2019,14,10,6934
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,8,0,10262
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,13,55,13843
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,6,40,9315
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,6,0,8266
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,21,10,14231
GoAir,2,Banglore,0,Delhi,2,18,4,2019,20,55,5048
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,17,30,10262
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,9,0,12537
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,13,0,10262
Jet Airways,4,Mumbai,4,Hyderabad,3,3,4,2019,7,5,8040
SpiceJet,8,Kolkata,3,Banglore,0,6,5,2019,11,15,9736
IndiGo,3,Kolkata,3,Banglore,0,6,5,2019,4,40,4804
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,16,55,13817
GoAir,2,Banglore,0,Delhi,2,21,5,2019,7,45,5048
Jet Airways,4,Mumbai,4,Hyderabad,3,1,4,2019,10,20,8040
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,8,30,7354
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,14,35,7563
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,10,45,7725
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,8,45,7740
Air India,1,Kolkata,3,Banglore,0,12,6,2019,10,0,13532
IndiGo,3,Kolkata,3,Banglore,0,1,3,2019,14,20,6565
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,16,30,10844
SpiceJet,8,Kolkata,3,Banglore,0,18,4,2019,22,20,3841
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,8,30,11200
Air India,1,Kolkata,3,Banglore,0,1,4,2019,9,25,12009
Air India,1,Delhi,2,Cochin,1,15,5,2019,8,0,8372
Air India,1,Delhi,2,Cochin,1,15,6,2019,6,50,13591
Vistara,10,Mumbai,4,Hyderabad,3,6,3,2019,20,55,12395
SpiceJet,8,Chennai,1,Kolkata,4,1,3,2019,8,20,7298
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,7,20,12214
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,17,0,14151
Air India,1,Delhi,2,Cochin,1,1,6,2019,17,15,12970
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,14,5,14781
Vistara,10,Banglore,0,Delhi,2,6,6,2019,17,0,4878
SpiceJet,8,Chennai,1,Kolkata,4,3,5,2019,8,20,3597
Air Asia,0,Kolkata,3,Banglore,0,6,6,2019,7,35,6810
Vistara,10,Chennai,1,Kolkata,4,1,5,2019,7,5,3687
Air India,1,Delhi,2,Cochin,1,21,3,2019,17,20,6482
Jet Airways,4,Mumbai,4,Hyderabad,3,6,3,2019,17,0,19595
IndiGo,3,Delhi,2,Cochin,1,15,6,2019,15,10,6147
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,17,0,10953
SpiceJet,8,Kolkata,3,Banglore,0,24,4,2019,22,20,3873
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,14,5,14815
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,4,55,10678
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,15,5,14053
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,9,35,10539
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,14,5,16946
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,14,30,7673
Air India,1,Banglore,0,Delhi,2,24,3,2019,13,20,4441
Jet Airways,4,Banglore,0,Delhi,2,15,4,2019,11,10,4544
IndiGo,3,Kolkata,3,Banglore,0,24,4,2019,15,30,4804
Jet Airways,4,Delhi,2,Cochin,1,1,4,2019,9,0,5406
Air India,1,Mumbai,4,Hyderabad,3,3,4,2019,6,20,3100
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,23,5,11150
IndiGo,3,Banglore,0,Delhi,2,6,4,2019,16,55,4823
SpiceJet,8,Mumbai,4,Hyderabad,3,3,5,2019,5,45,1965
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,21,50,10262
IndiGo,3,Delhi,2,Cochin,1,6,6,2019,7,35,6674
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,9,0,15764
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,20,0,7064
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,14,0,10262
IndiGo,3,Kolkata,3,Banglore,0,1,5,2019,8,10,5069
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,11,40,11789
Air India,1,Kolkata,3,Banglore,0,1,5,2019,10,0,15164
Air India,1,Delhi,2,Cochin,1,6,6,2019,14,10,6094
SpiceJet,8,Banglore,0,Delhi,2,21,4,2019,9,30,4885
Air Asia,0,Banglore,0,Delhi,2,21,6,2019,11,10,3383
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,17,0,6673
Jet Airways,4,Banglore,0,Delhi,2,27,4,2019,7,10,4544
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,10,45,8367
